gloss,freq
tales,12
talk,66
talked,20
talkers,1
talking,70
talks,2
tall,89
taller,11
tallest,7
tambourine,2
tame,2
tamed,1
tan,3
tangerine,2
tangerines,3
tangle,2
tanglebangled,1
tangled,9
tangling,1
tango,2
tangoed,2
tank,4
tantrum,2
tantrums,4
tap,27
tape,8
taped,1
tapes,1
tapestry,1
tapped,11
tapping,5
tappy,2
taps,5
Tara,1
tarantula,5
target,2
Tariq,1
tarragon,1
tart,1
tarts,1
task,4
tasks,1
taste,34
tasted,8
tasteful,1
tasteless,1
tastes,3
tastiest,1
tasting,16
tasty,12
tat,1
tattered,1
tattle,1
tattletale,1
taught,18
tawny,2
taxbill,1
taxi,7
taxis,1
tea,96
tea's,1
teabag,1
teach,24
teacher,43
teacher_itis,2
teacher's,6
teachers,11
teaching,11
teacup,4
teacups,1
teal,1
team,32
team's,1
teammates,4
teams,3
teapot,3
teapots,1
tear,9
tearing,3
tears,32
tease,2
teased,5
teasing,6
teaspoon,4
teaspoons,1
teatime,3
Ted,30
Ted's,6
teddies,6
teddy,77
tee,13
teecher,5
teen,2
teenager,3
teeniest,1
teens,2
teensy,2
teeny,8
Teeny_Tiny,4
Teeny_Tiny's,1
teetered,1
teeth,95
teething,1
teeths,1
telegrams,2
telephone,15
telephoned,3
telescoops,1
telescope,13
telescopes,1
television,19
tell,246
teller,1
telling,46
tells,14
telltale,1
telly,4
telly_telly,1
tellyfone,2
temper,8
temperature,2
temperatures,1
tempered,44
template,1
templates,1
tempt,1
tempted,3
tempting,1
ten,70
tend,2
tended,1
tendencies,2
tender,2
tenderly,1
tending,1
tendrils,1
tennis,12
tens,1
tense,1
tensed,1
tent,16
tentacle,1
term,1
Terminator,2
terms,1
terrible,92
terribly,22
terrific,10
terrifically,1
terrified,18
terrify,1
terrifying,10
territory,1
terror,4
terror_dactyl,1
Terry_Jones,2
Tess,3
Tessa,1
test,9
tested,1
tester,1
testy,1
tetchy,3
tether,2
tethered,1
text,5
texted,1
texture,1
thaaaaat,1
Thames,1
than,229
thank,112
thanked,4
thankful,2
thankfully,1
thankless,1
thanks,30
that,2446
that'll,3
that's,382
thatched,1
thaw,1
the,17674
theater,3
theaters,1
thee,1
their,598
theirs,5
them,782
theme,2
themselves,28
then,1165
ther,1
there,1072
there'd,6
there're,1
there's,147
thereafter,2
therefore,1
thermal,1
thermometer,3
thermometers,2
these,134
they,1731
they'd,34
they'll,16
they're,82
they've,18
thick,37
thicker,3
thickness,1
thief,12
thieving,1
thigh,1
thimbleful,1
thin,27
thing,252
thingalingaling,3
things,269
think,392
thinking,68
thinks,21
thinly,1
thinner,10
third,14
thirst,1
thirstbloody,1
thirstily,1
thirsty,10
thirteen,6
thirteenth,2
thirtieth,1
thirty,33
this,1033
this'll,1
thistle,7
thistledown,1
thistles,3
Thomas,27
Thomas's,4
thorn,11
thorns,2
thorny,2
thoroughly,1
those,161
though,112
thought,479
thoughtful,4
thoughtfully,2
thoughts,21
thousand,25
thousands,16
thr,1
thrash,1
thrashed,3
thrashing,10
thread,3
threaded,1
threads,1
threat,2
threatened,2
three,285
three's,1
threshold,1
threw,47
thrill,2
thrilled,1
thrilling,2
thrills,1
throat,34
throated,1
throats,2
throaty,2
throbbed,1
throne,10
thrones,1
throte,1
throttle,1
throttled,1
throttles,1
through,337
throughout,2
throughsday,5
throw,33
throwing,21
thrown,5
throws,4
thrumpets,1
thrush,3
thrushes,1
thrust,2
thud,8
thudded,1
thumb,10
thumbnail,1
thumbs,3
thump,31
thumped,1
thumping,5
thumps,1
thunder,18
Thunder_Feet,1
Thunder_Feet_Pete,2
Thunder_Feet's,1
thunderbolt,3
thundered,3
thunderful,1
thundering,4
thunderous,3
thunderstorm,1
thundery,1
thunk,1
thursday,13
thursdays,1
thus,2
thwack,1
thwump,1
thyme,1
Tibbs,27
Tibet,1
tick,5
ticked,4
ticket,3
tickets,5
ticking,1
tickle,6
tickled,7
ticklers,1
tickles,4
tickling,4
ticklish,1
tickly,2
ticks,2
ticky,16
Ticky,5
Tiddler,23
Tiddler's,5
tiddlywink,2
tiddlywinks,4
tide,10
tidier,1
tidy,23
tidying,1
tie,25
tied,29
tier,2
ties,5
tiger,50
tigers,8
tight,53
tightened,3
tighter,2
tightly,19
tightrope,3
tights,3
til,4
tile,3
tiled,1
tiles,5
till,70
Tilly,15
Tilly_Mint,7
Tim,73
Tim's,7
Timbucktoodle_oo,2
Timbuctoo,1
time,519
time's,1
times,60
timey,1
timid,2
timidly,1
timing,1
tin,44
Tinette,5
ting,3
tinges,1
tingle,1
tingled,2
tingling,7
tiniest,5
tinkering,1
tinned,6
tins,9
tinsel,3
tint,1
tiny,107
Tiny_Tim,1
tinyful,1
tip,14
tip_toppling,1
tipped,19
tipping,4
tippity_toes,1
tippy,2
tips,9
tiptoe,17
tiptoed,16
tiptoes,2
tired,60
tireless,1
tirelessly,1
tiresome,2
tish_ish_ish_ish_ishoo,1
tish_ooo,1
tishoo,8
tissue,5
tissues,2
tit,1
Titanic,2
Titanic's,1
titchiest,1
titchy,9
title,4
tits,1
titter,2
tittered,1
tittle,1
tizzy,1
to,6949
toad,37
toad's,1
toads,9
toadstool,1
toadstools,2
toady,6
toast,15
tobacco,5
Toby,25
Toby's,2
tock,4
today,67
toddle,1
toddler,8
toddlers,6
toe,10
toes,49
toffee,4
toffees,4
tog,1
together,112
toilet,6
toilets,1
tokgabi,2
told,250
tolerated,1
Tom,61
Tom_Thumb,5
Tom's,5
tomato,12
tomatoes,15
tomb,2
tomcat,1
tomorrow,45
tomorrow's,2
ton,1
tone,1
tones,1
Tong,3
tongue,33
tongues,2
tonic,1
tonics,1
tonight,47
tonight's,1
tonky,7
tons,2
Tony_Ross,1
too,502
too_whit_too_whoo,1
toodle_oo,3
took,279
tool,1
tools,4
toolshed,1
toooo,1
tooooo,10
tooooooo,2
toooot,2
toot,33
toot_waaaaaah,1
toota,8
tooth,95
toothache,2
toothbrush,1
toothily,1
toothpaste,6
toothpick,1
toothsome,1
toothy,3
tootled,1
toowhit,1
toowho,1
toowhoo,1
top,203
topiary,1
topknot,1
topmost,2
topped,1
topping,2
topple,1
toppled,1
tops,11
topsy,1
torch,20
torch's,1
torches,4
tore,9
tormented,1
torn,8
tornado,3
torpedo,1
Torremdinos,1
tortilla,1
tortoise,23
tortoises,1
torture,1
tortured,1
torturing,1
toss,1
tossed,14
tosses,1
tossing,4
tot,1
total,3
totally,10
tote,1
tottered,3
tottler,2
tottlers,1
touch,32
touched,16
touches,3
touching,11
tough,25
tougher,1
toughest,4
toughness,1
tour,3
tourists,1
tournament,1
tow,2
toward,4
towards,79
towels,1
tower,36
towered,2
towering,3
towers,2
town,67
town's,2
towns,2
townsfolk,1
townspeople,1
tows,1
toxicology,1
toy,26
toybox,1
toyed,1
toys,32
Toytown,2
tra,1
tra_la_la,1
trace,5
tracing,1
tracings,2
track,17
tracked,3
tracker,3
tracking,2
tracks,30
tracksuit,11
Tracy,6
trademark,1
trader,2
trading,2
tradition,2
Trafalgar,1
traffic,13
tragic,1
trail,18
trailed,7
trailing,3
trails,3
train,41
train'll,1
train's,2
trained,7
trainer,2
trainer's,1
trainers,3
training,2
trains,5
traitor,4
traitors,1
tram,1
tramped,1
trample,2
trampled,5
trampling,2
trampoline,3
trampolining,1
tranquility,1
transfer,2
transfigured,1
transformed,2
transforming,1
transit,1
translated,1
translucent,2
transparent,2
transport,2
trap,11
trapeze,1
trapped,7
traps,1
travel,9
traveled,1
travelled,8
traveller's,1
travellers,2
travelling,5
travels,1
tray,24
trays,2
treacle,1
tread,2
treasure,21
treasures,4
treat,30
treated,5
treaters,1
treating,9
treatment,2
treats,16
tree,199
treehouse,10
treeless,1
trees,88
treetop,4
treetops,1
trek,1
trekked,1
tremble,3
trembled,7
trembling,10
trembly,2
tremendous,20
tremendously,1
Trents,1
trespassers,1
tresses,1
trial,1
triangle,1
triangles,1
trick,52
tricked,6
trickery,1
tricking,2
trickled,2
trickling,3
tricks,34
trickster,2
tricky,11
tricycle,10
trident,1
tried,133
tries,7
trifle,2
trilled,1
trillion,1
trim,1
trimmed,5
trimmings,1
trip,23
triple,2
tripped,12
tripping,2
trips,4
Tristan_de_Cunha,1
triumph,3
triumphantly,3
triumphed,1
triumphs,1
trod,3
trogfilth,1
Trogglehumper,10
trogglehumping,3
troggy,1
troll,3
trolley,3
trolley's,1
trolls,1
trombone,1
troop,1
trooped,1
troops,1
trophies,1
tropical,1
trot,1
trots,1
trotted,16
trotters,1
trotting,3
trouble,53
trouble's,1
troubled,2
troublemaker,1
troubles,1
troubling,2
trough,3
troupe,1
trousers,13
trove,2
trowel,1
truck,7
trucks,2
trudge,1
trudging,1
true,63
truly,16
trumpet,26
trumpets,1
trumpwig,1
trundled,1
trunk,46
trunkful,1
trunks,7
trussed,6
trust,6
trusted,4
trusting,2
trusty,3
truth,20
truthfully,2
try,99
trying,81
tshirt,1
tu_whit,1
tu_whit_a_woo,1
tub,8
tubbed,1
tube,3
tubes,2
tuck,4
tucked,22
tuesday,15
tufts,4
tug,6
tug_of_war,1
tugged,8
tugging,1
tugs,1
tulips,3
tum,7
tumble,6
tumbled,10
tumbledown,1
tumbler,1
tumbles,1
tumbling,10
tummies,4
tummy,43
tummy's,1
tumty_tum,1
tuna,1
tune,15
tuned,1
tunes,3
tuning,1
tunnel,3
tunnelled,1
tunnels,3
turf,2
turkey,14
turkey's,1
turkish,1
Turks,4
turn,107
turned,180
turning,18
turnip,3
turnips,4
turns,18
turquoise,2
turret,3
turrets,6
turtle,3
turtle's,1
turtles,1
turvy,1
tusks,5
tut_tutting,1
tutor,1
tutting,1
tutu,3
Tutu,1
tv,29
twanged,1
tweaked,3
Tweedledee,1
Tweedledum,1
tweet,3
tweeting,1
tweezers,1
twelve,30
twentieth,1
twenty,64
twice,22
twiddlers,1
twiddling,2
twiddly,1
twig,10
Twiglet,3
twiglets,1
twigs,5
twilight,1
twin,5
twinkle,22
twinkled,2
twinkletoes,1
twinkling,5
twins,12
twirl,5
twirled,5
twirling,1
twirls,2
twirly,2
twist,7
twisted,6
twister,2
twisting,5
twists,1
twisty,5
twit,4
twitch,1
twitch_tickling,1
twitched,5
twits,8
twizzle,1
two,421
two's,1
tying,2
type,5
typed,2
typical,1
tyrannosaurus,1
u,2
ucky_mucky,2
uckyslush,2
udders,1
Ug_Felt,1
ugg,6
ugga,3
Uggalina,2
uggg,6
uggggggggh,1
uggggghhhhhhh,1
ugggh,2
uggghh,1
ugghh,2
ugghhh,1
ugh,9
ughbwelch,1
ughhhhhhhh,1
uglier,5
ugliest,5
ugliness,2
ugly,65
uh,19
ultimate,1
um,17
umbrella,7
umbrellas,2
ummmmm,1
un_possible,1
unable,7
unacceptable,1
unattached,1
unaware,1
unbelievable,3
unblinking,1
unbutton,1
uncertain,1
uncertainly,2
unchanged,1
unclamped,1
uncle,30
uncle's,4
unclenched,1
uncles,2
uncomfortable,5
uncomfortably,1
uncooked,1
uncorked,1
und,1
undead,2
under,180
underclothes,1
underfoot,1
underground,7
undergrowth,2
underneath,21
underpants,6
underside,1
understand,53
understandable,1
understanding,11
understands,1
understood,3
underwater,10
underwear,1
undid,1
undone,1
undressed,1
unearth,1
unearthly,2
uneasy,1
uneaten,1
uneven,1
unexpected,5
unexpectedly,4
unfair,10
unfastened,2
unfinished,1
unfolded,2
unforgettably,1
unfortunate,9
unfortunately,12
unfriendly,1
unfurled,1
ungainly,1
ungrateful,2
unhairy,1
unhappiness,2
unhappy,10
unhypnotize,1
unicorn,28
unicorn's,1
unicorns,8
uniform,6
uniforms,1
unimpressed,1
union,1
unique,2
unison,1
united,2
universe,7
unkempt,1
unkind,1
unkindly,2
unlatched,1
unless,12
unlike,3
unlikely,2
unloaded,1
unlocked,1
unlucky,1
unmade,1
unmoving,1
unnecessarily,1
unnoticed,1
unopened,3
unpacks,1
unpleasant,4
unpleased,1
unplugged,1
unpolished,1
unpredictable,1
unrabbity,2
unravelled,1
unravels,1
unroll,1
unrolled,2
unruly,1
unscrew,1
unscrewed,7
unscrewing,1
unseen,1
unshrunk,1
unsightly,1
unspeakable,1
unsticky,1
unstoppable,1
unstuck,2
unsuccessful,1
unsure,2
unsurprisingly,1
untangling,1
untidiness,1
untidy,5
untie,1
untied,2
until,171
untouched,1
untucked,1
untwined,1
untying,1
unused,3
unusual,37
unusually,2
unwanted,1
unwell,2
unwinding,1
unwinking,1
unwise,1
unwisely,1
unwrapped,4
unyielding,1
unzipped,1
uog,1
up,1634
upgoing,1
uphill,1
upi,1
upiside,1
upon,50
upper,5
uppy,2
upright,2
ups,9
upset,17
upsetting,3
upside,44
upsidedown,1
upstairs,42
upstream,1
upward,4
upwards,18
urge,3
urged,2
urgent,5
urgh,1
urging,1
urrgh,1
urrrp,1
us,162
use,74
used,84
useful,12
usefully,1
useless,6
uses,3
using,28
usual,27
usually,21
utensil,1
utmost,1
utter,2
uttered,1
utterly,5
v,2
vacancies,3
vacancy,3
vacant,2
vaccinations,1
vacuum,3
vacuumed,1
vacuuming,1
vague,1
vain,1
valentine's,1
valley,16
valleys,1
valuable,2
value,1
vampire,30
vampire's,1
vampires,18
van,30
Van_Hibbert,2
vanilla,2
vanish,1
vanished,9
vans,1
vapor,2
vaporized,1
vapors,2
various,6
varnish,2
vase,1
vases,1
vast,7
veg,2
vegetable,14
vegetables,10
vegetarian,1
vegitibbles,1
vein,1
vein_illa,1
veins,1
velvet,4
velvety,2
venom,8
venomsome,3
ventured,1
Venus,1
verandah,1
verify,1
vermin,1
versatility,1
verse,1
version,3
vertigo,1
very,923
vessels,3
vest,4
vests,2
vet,23
vet's,2
veterans,1
vexed,1
via,2
vicious,3
victim,5
victim's,1
victims,1
Victoria,3
victorian,4
victory,2
videos,1
Vietnam,1
view,17
views,2
vigilant,1
vigorously,1
vikings,1
vile,2
village,36
villagers,4
villages,1
vindscreen,2
vine,1
vinegar,1
vines,1
violence,1
violent,3
violently,1
violet,2
violin,2
vip,1
viper,6
viper's,2
visibility,1
visible,1
vision,1
visit,31
visited,4
visiting,10
visitor,2
visitors,8
visits,4
vital,1
vitamin,1
vitamins,2
vivid,3
vog,1
voice,183
voices,11
volcano,2
volcanoes,6
vole,32
vole's,1
voles,1
volume,2
volunteer,3
volunteered,3
vomiting,1
voodoo,3
vote,8
voted,1
votes,1
voucher,2
vowed,2
voyage,2
vroom,4
vroomed,1
vrooooooosh,1
vulnerable,1
vulture,2
vying,1
w,5
w_well,1
w_why,1
waaa,1
waaaaaaa,1
waaaaaaaa,1
waaah,2
wacksey,1
wacky,1
wad,1
waddled,4
waddling,1
waded,2
wading,1
Waffam,1
wag,4
wages,2
wagged,5
wagging,3
waggle,1
waggling,1
waggly,1
waggy,2
waging,1
wagon,4
wagons,3
wags,1
wahey,1
wahooo,1
wail,3
wailed,36
wailing,11
waist,5
waistcoat,7
waists,1
wait,126
waited,43
waiter,3
waiters,1
waiting,66
wake,41
waken,1
wakes,10
waking,12
Wales,4
walk,68
walked,102
walkers,3
walking,67
walks,11
wall,59
wallet,3
wallflower,1
wallies,1
wallop,1
walloping,1
wallow,1
wallpaper,4
wallpapered,2
walls,18
Wally,2
walnut,3
walnuts,3
walrus,13
waltzing,2
wand,16
wander,4
wandered,9
wanderers,1
wandering,3
wanderings,1
wands,1
wanna,2
want,364
wanted,121
wantin,1
wanting,17
wants,33
war,19
warbled,1
ward,26
wardens,1
wardrobe,20
warm,63
warmer,2
warmest,1
warming,1
warmly,2
warmth,6
warn,9
warned,3
warning,12
warren,2
warrior,2
wart,2
warthog,4
warts,3
was,4195
wash,20
washbasin,3
washcloth,1
washed,18
washes,3
washing,23
wasn't,184
wasp,4
waste,7
wasted,2
wasteland,8
wasting,3
watch,94
watched,76
watcher,1
watchers,1
watchful,1
watching,60
watchman,1
water,191
water's,3
watered,4
waterfall,1
watering,11
watermelon,4
waters,1
waterslide,3
watery,3
wave,16
waved,39
waves,31
waving,37
wavy,2
Waxwell,1
waxy,1
way,334
way',1
ways,15
we,738
we'd,11
we'll,94
we're,117
we've,42
weak,7
weakling,1
weakly,4
weakness,1
wealth,1
weapon,1
weapons,1
wear,33
wearily,2
wearing,53
wears,7
weary,5
weasel,4
weasels,1
weather,10
weathercock,5
weathered,1
weatherman,2
weathervane,1
weave,1
weaver,1
weaves,2
weaving,3
weavy,1
web,8
Weber,10
webs,1
wedding,12
wedged,1
wednesday,11
wednesday's,1
wednesdays,1
wee,14
Wee_Willie_Winkie,2
weed,3
weeding,1
weeds,7
weeing,1
week,58
week's,3
weekend,7
weekly,1
weeks,28
weeniest,1
weensy,1
weeny,4
weeping,2
weepy,19
weighed,4
weight,8
weird,8
weirdest,3
welcome,23
welcomed,2
welcomes,1
well,434
welled,1
wellies,1
wellington,4
Wellington,9
wellingtons,1
welly_eating,1
wen,1
Wenceslas,1
Wendy,1
went,558
wept,2
were,824
weren't,26
werewolf,14
west,6
wet,45
wetfart,2
wetted,1
wetter,1
wetting,1
wha,4
whack,2
whack_crackling,1
whacked,3
whacking,3
whaddya,1
whale,41
whale_weigh,1
whale's,4
whales,9
what,1358
what'll,2
what's,159
whatever,24
whatsername,1
whatsoever,2
whatter,1
wheat,6
whee,5
wheee,1
wheeee,1
wheeeee,2
wheel,36
wheelbarrow,27
wheelbarrows,7
wheelchair,14
wheelchairs,3
wheeled,5
wheelie,1
wheeling,1
wheels,6
wheely,3
wheeze,1
wheezed,2
whelk,1
whelkome,1
when,955
whenever,16
where,386
where'd,1
where's,17
where've,2
whereas,3
wherever,8
whether,17
whew,4
whey,2
which,171
whichever,3
whiff,4
whiffling,6
Whiffsquiddler,1
Whiffswiddle,1
whiffsy,1
whiffy,1
while,144
whilst,8
whimpered,7
whimpering,1
whine,2
whined,4
whiner,1
whinnied,2
whiny_piny,1
whipped,3
whippersnack,1
whippet,1
whipping,1
whippy,1
whips,1
whirl,1
whirled,4
whirlgig,1
whirling,7
whirlpooling,1
whirls,1
whirlwind,2
whirlwinds,1
whirred,1
whirrr,1
whisk,2
whisked,4
whiskers,15
whiskery,1
whisking,1
whisper,14
whispered,125
whispering,8
whisperings,1
whispers,1
whistle,23
whistled,8
whistles,2
whistling,16
whistly,1
white,159
whited,1
whiteness,1
Whitesands,3
whitish,2
whiz,2
whizz,1
whizzed,4
whizzes,1
whizzing,8
Whizzpopper,3
Whizzpoppers,2
whizzpopping,14
whizzy,1
whizzz,1
who,480
who'd,5
who's,31
whoever,9
whole,104
wholemeal,2
wholesome,1
whoof,2
whoooo,4
whooooo_coooooooo,1
whoooooo,1
whooooosh,1
whoooopeeeeeeeee,1
whooosh,8
whoop,1
whooped,1
whoopee,6
whooph,2
whoopie,1
whooping,4
whoops,3
whoopsadaisy,1
whoopsey_splunkers,1
whoosh,12
whooshed,1
whooshey,1
whooshing,2
whoozie,1
whoppers,1
whopping,5
whoppsy,12
whose,20
whunking,1
why,282
why's,2
wib,1
wibble,12
wiccaphobia,1
wicked,23
wickedness,1
wicker,3
wicket,2
Widdlington,1
wide,43
widely,1
widen,1
widened,1
wideness,1
wider,1
widest,1
widow,2
widowed,1
wife,30
Wiggen,2
wiggle,19
wiggled,8
wiggling,4
Wigglish,1
wiggly,11
Wigmore,16
Wigmore's,1
wigs,2
Wilbur,1
wild,40
wildebeest,3
wilderness,1
wildest,1
wildly,8
will,512
William,35
William's,3
Williardson_Merryweather_Felt,1
willow,1
willy,1
Willy,33
Wilson,14
Wilsons,2
wilted,1
wimp,6
wimps,1
win,23
Wincey,1
winched,1
wind,69
winding,2
windmill,2
window,145
windows,34
windowsill,6
winds,4
Windsor,1
windy,2
wine,3
wing,25
winged,1
winging,1
wings,59
wink,10
winked,3
winking,3
winkle,3
winkles,3
winkling,1
winks,2
Winksquiffler,1
winky,9
winner,19
winning,13
wins,6
winsome,1
winter,43
winter's,3
winters,1
wintery,1
wintry,1
wipe,5
wiped,9
wiping,4
wire,9
wired,1
wires,3
wiry,2
wisdom,2
wise,22
wisely,1
wiser,1
wisest,2
wish,78
wished,27
wishes,10
wishing,13
wisp,1
wisps,1
wispy,2
witch,82
witch's,19
witches,28
witchfairy,1
witching,9
Witcho,1
witchy,2
with,1858
withdrawing,1
withdrew,2
withered,2
within,5
without,120
witness,1
witnessed,1
wits,2
witted,1
wives,1
wizard,6
wizard's,2
wizardry,3
wizards,2
wobble,4
wobbled,6
Wobbleton,1
wobbling,4
wobbly,9
woe,2
woke,48
woken,13
wolf,84
wolf's,7
wolfing,1
wolves,1
woman,84
woman's,3
wombat,2
wombat's,1
wombats,1
women,3
won,18
won't,111
wonder,47
wondercrump,1
wondered,34
wonderful,72
wonderfully,3
wondering,18
wonderland,1
wonderous,1
wonders,2
wonderveg,1
wondrous,1
wonky,14
woo,2
woo_hoo,1
wood,65
woodcutter,1
woodcutters,1
wooden,23
woodpecker,50
woodpecker's,4
woodpeckers,1
woods,39
woodstack,1
woodwoodwoodpecker,1
woof,11
woof_woof,1
woofy,2
wool,15
woollen,1
woollies,1
woolly,7
wooly,1
woooo,3
wooooo,2
woooooo,1
wooooooo,1
wooooooooooo,1
wooooooooooooooo,1
word,69
wordless,1
words,71
wore,20
work,115
worked,32
workers,3
working,22
workouts,1
works,7
worksheet,2
worksheets,4
workshop,2
worktop,1
world,161
world's,6
worlds,1
worm,43
worm's,1
wormed,1
worms,27
wormy,6
worn,7
worple,5
worples,1
worried,25
worries,2
worry,50
worrying,7
worse,32
worst,35
worth,9
worthless,2
wot,1
would,808
would've,1
wouldn't,102
wound,3
wove,1
woven,1
wow,55
wrap,12
wrapped,23
wrappers,3
wrapping,14
Wraprascal,1
wraps,1
wreath,2
wreck,3
wrecked,1
wren,7
wrenching,1
wrens,1
wrestled,1
wrestler,1
wrestling,2
wretch,2
wretched,7
wretches,1
wriggle,6
wriggled,11
wriggling,5
wriggly,7
wring,1
wrinkled,8
wrinkles,2
wrinkling,1
wrinkly,5
wrist,5
wrists,4
write,43
writer,2
writers,1
writes,1
writhe,1
writhing,1
writing,38
writing's,1
written,24
wrong,98
wrongs,1
wrote,19
wrung,1
wry,1
wubble,2
Wump,1
wunny,1
Wurzel's,1
www,1
Wwwww,1
x,9
xxx,3
xxxx,1
xxxxxx,2
xylophone,3
y,1
y_y_yes,1
ya,5
yahtzee,1
yak,1
yam,1
yams,30
yank,3
yanked,2
Yankee_Doodles,1
yanking,2
yap,1
yard,27
yards,8
yawn,1
yawned,11
yawning,5
yawns,2
yay,2
ye_es,1
ye_esss,1
yeah,30
year,84
year's,6
yearn,1
yearned,1
years,61
yee,1
yell,6
yelled,75
yelling,8
yellow,103
yellowish,1
yellows,8
yells,5
yelp,1
yelped,13
yelps,1
yep,3
yes,359
yesterday,13
yet,46
yeuch,1
yiaowwww,2
yikes,2
yippee,5
yirl,1
yo,1
yodelling,1
yoghurt,1
yoghurts,1
yolk,1
yoo_hoo,2
yoo_oo_ou,1
yoooooooou,1
yooooooou,2
yoooooou,5
yooooou,1
York,1
you,4066
you_oo_oo_ou,1
you'd,48
you'll,110
you're,351
you've,110
young,70
younger,8
youngest,2
youngsters,1
your,949
yours,20
yourself,46
yourselves,3
yous,1
yow're,1
yowl,2
yowled,3
yoww,1
yowwww,1
yoy,2
yuck,10
yuckiest,1
yucky,4
yukkkky,1
yum,14
yummy,2
yup,4
yus,2
z,1
Zack,3
zaggety,1
zap,18
zapped,1
zebra,13
zebra's,1
zebras,4
Zelda,5
zero,15
zest,1
ziggety,1
zigging,1
zigzag,3
zigzagged,5
zillions,1
zing,2
zinging,1
zip,8
Zip,2
Zip's,2
zippfizzing,1
zippy,1
zips,2
zit,2
zizzle,3
Zoe,3
zog,1
Zog,20
zombie,55
zombies,22
zone,2
zoo,21
zookeeper,2
zoom,6
zoomed,3
zooming,2
zooms,1
Zozimus,1
zu,2
zzzzz,3
zzzzz_zzzzz,1
zzzzzzzz,1
zzzzzzzzz,1
zzzzzzzzzz,1
zzzzzzzzzzzz,1
zzzzzzzzzzzzz,1
